Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type;;;;
Combining a DL Reasoner and a Rule Engine for Improving Entailment-Based OWL Reasoning;The Semantic Web - ISWC 2008;;;;10.1007/978-3-540-88564-1_18;Georgios MeditskosNick Bassiliades;2008;http://link.springer.com/chapter/10.1007/978-3-540-88564-1_18;Chapter;;;;
Acquiring Configuration Knowledge Bases in the Semantic Web Using UML;Knowledge Engineering and Knowledge Management: Ontologies and the Semantic Web;;;;10.1007/3-540-45810-7_31;Alexander FelfernigGerhard FriedrichDietmar JannachMarkus StumptnerMarkus Zanker;2002;http://link.springer.com/chapter/10.1007/3-540-45810-7_31;Chapter;;;;
Conjunctive Query Answering in Probabilistic Datalog+/É?? Ontologies;Web Reasoning and Rule Systems;;;;10.1007/978-3-642-23580-1_7;Georg GottlobThomas LukasiewiczGerardo I. Simari;2011;http://link.springer.com/chapter/10.1007/978-3-642-23580-1_7;Chapter;;;;
Ontology based CBR with jCOLIBRI;Applications and Innovations in Intelligent Systems XIV;;;;10.1007/978-1-84628-666-7_12;Juan A. Recio-Gar«aBel«∏n D«az-Agudo;2007;http://link.springer.com/chapter/10.1007/978-1-84628-666-7_12;Chapter;;;;
Ranking Services Using Fuzzy HEX Programs;Web Reasoning and Rule Systems;;;;10.1007/978-3-540-88737-9_14;Stijn HeymansIoan Toma;2008;http://link.springer.com/chapter/10.1007/978-3-540-88737-9_14;Chapter;;;;
Combining Safe Rules and Ontologies by Interfacing of Reasoners;Principles and Practice of Semantic Web Reasoning;;;;10.1007/11853107_3;Uwe A«?mannJakob HenrikssonJan Maè?uszyè?ski;2006;http://link.springer.com/chapter/10.1007/11853107_3;Chapter;;;;
Teaching model-driven engineering from a relational database perspective;Software & Systems Modeling;;16;2;10.1007/s10270-015-0488-7;Don BatoryMaider Azanza;2017;http://link.springer.com/article/10.1007/s10270-015-0488-7;Article;;;;
Service Specification and Matchmaking Using Description Logic;Algebraic Methodology and Software Technology;;;;10.1007/978-3-540-79980-1_29;M. Birna van RiemsdijkRolf HennickerMartin WirsingAndreas Schroeder;2008;http://link.springer.com/chapter/10.1007/978-3-540-79980-1_29;Chapter;;;;
Explaining Subsumption by Optimal Interpolation;Logics in Artificial Intelligence;;;;10.1007/978-3-540-30227-8_35;Stefan Schlobach;2004;http://link.springer.com/chapter/10.1007/978-3-540-30227-8_35;Chapter;;;;
Reliability and Performance in Engineering Design;Handbook of Reliability; Availability; Maintainability and Safety in Engineering Design;;10.1007/978-1-84800-175-6_3;;2009;http://link.springer.com/chapter/10.1007/978-1-84800-175-6_3;Chapter;;;;
What Constitutes a Service on the Web?;Correct Software in Web Applications and Web Services;;;;10.1007/978-3-319-17112-8_8;Klaus-Dieter ScheweQing Wang;2015;http://link.springer.com/chapter/10.1007/978-3-319-17112-8_8;Chapter;;;;
Measuring Concept Similarity between Fuzzy Ontologies;Fuzzy Information and Engineering Volume 2;;;;10.1007/978-3-642-03664-4_18;Wang YingZhang Ru-boLai Ji-bao;2009;http://link.springer.com/chapter/10.1007/978-3-642-03664-4_18;Chapter;;;;
WhatÉ??s Happening in Semantic Web;Formal Concept Analysis;;;;10.1007/978-3-642-20514-9_2;Pascal Hitzler;2011;http://link.springer.com/chapter/10.1007/978-3-642-20514-9_2;Chapter;;;;
Any-World Access to OWL from Prolog;KI 2007: Advances in Artificial Intelligence;;;;10.1007/978-3-540-74565-5_9;Tobias MatznerPascal Hitzler;2007;http://link.springer.com/chapter/10.1007/978-3-540-74565-5_9;Chapter;;;;
Application of Supervaluation Semantics to Vaguely Defined Spatial Concepts;Spatial Information Theory;;;;10.1007/3-540-45424-1_8;Brandon Bennett;2001;http://link.springer.com/chapter/10.1007/3-540-45424-1_8;Chapter;;;;
Ontology Based Object Categorization for Robots;Practical Aspects of Knowledge Management;;;;10.1007/978-3-540-89447-6_21;Benjamin JohnstonFangkai YangRogan MendozaXiaoping ChenMary-Anne Williams;2008;http://link.springer.com/chapter/10.1007/978-3-540-89447-6_21;Chapter;;;;
Modeling Social Attitudes on the Web;The Semantic Web - ISWC 2006;;;;10.1007/11926078_38;Matthias Nickles;2006;http://link.springer.com/chapter/10.1007/11926078_38;Chapter;;;;
An Extended Predictive Model Markup Language for Data Mining;Web-Age Information Management;;;;10.1007/978-3-642-14246-8_23;Xiaodong ZhuJianzheng Yang;2010;http://link.springer.com/chapter/10.1007/978-3-642-14246-8_23;Chapter;;;;
Towards a Configurable Database Design: A Case of Semantic Data Warehouses;On the Move to Meaningful Internet Systems: OTM 2014 Conferences;;;;10.1007/978-3-662-45563-0_47;Selma KhouriLadjel Bellatreche;2014;http://link.springer.com/chapter/10.1007/978-3-662-45563-0_47;Chapter;;;;
Intelligent support of the preprocessing stage of engineering analysis using case-based reasoning;Engineering with Computers;;24;4;10.1007/s00366-007-0079-5;Peter WriggersMarina SiplivayaIrina JoukovaRoman Slivin;2008;http://link.springer.com/article/10.1007/s00366-007-0079-5;Article;;;;
Vague Knowledge Bases for Matchmaking in P2P E-Marketplaces;The Semantic Web: Research and Applications;;;;10.1007/978-3-540-72667-8_30;Azzurra RagoneUmberto StracciaTommaso Di NoiaEugenio Di SciascioFrancesco M. Donini;2007;http://link.springer.com/chapter/10.1007/978-3-540-72667-8_30;Chapter;;;;
Fuzzy Ontology; Fuzzy Description Logics and Fuzzy-OWL;Applications of Fuzzy Sets Theory;;;10.1007/978-3-540-73400-0_15;Silvia CalegariDavide Ciucci;2007;http://link.springer.com/chapter/10.1007/978-3-540-73400-0_15;Chapter;;;;
The Amine System Project: Systems Biology in Practice;Computational Intelligence in Bioinformatics;;;;10.1007/978-3-540-76803-6_12;Ismael Navas-DelgadoRa«ßl Monta«ÒezMiguel «Ångel MedinaJos«∏ Luis UrdialesJos«∏ F. AldanaFrancisca S«≠nchez-Jim«∏nez;2008;http://link.springer.com/chapter/10.1007/978-3-540-76803-6_12;Chapter;;;;
The Combined Approach to OBDA: Taming Role Hierarchies Using Filters;The Semantic Web É?? ISWC 2013;;;;10.1007/978-3-642-41335-3_20;Carsten Lutzé¯nan«ı SeylanDavid TomanFrank Wolter;2013;http://link.springer.com/chapter/10.1007/978-3-642-41335-3_20;Chapter;;;;
Knowledge Representation and Reasoning in Norm-Parameterized Fuzzy Description Logics;Canadian Semantic Web;;;;10.1007/978-1-4419-7335-1_2;Jidi ZhaoHarold Boley;2010;http://link.springer.com/chapter/10.1007/978-1-4419-7335-1_2;Chapter;;;;
Representation and Reasoning on RBAC: A Description Logic Approach;Theoretical Aspects of Computing É?? ICTAC 2005;;;;10.1007/11560647_25;Chen ZhaoNuermaimaiti HeililiShengping LiuZuoquan Lin;2005;http://link.springer.com/chapter/10.1007/11560647_25;Chapter;;;;
A Probabilistic Abduction Engine for Media Interpretation Based on Ontologies;Web Reasoning and Rule Systems;;;;10.1007/978-3-642-15918-3_15;Oliver GriesRalf M«ÙllerAnahita NafissiMaurice RosenfeldKamil SokolskiMichael Wessel;2010;http://link.springer.com/chapter/10.1007/978-3-642-15918-3_15;Chapter;;;;
Model-Based Chemical Compound Formulation;Model-Based Reasoning in Science; Technology; and Medicine;;10.1007/978-3-540-71986-1_24;Stefania BandiniAlessandro MoscaMatteo Palmonari;2007;http://link.springer.com/chapter/10.1007/978-3-540-71986-1_24;Chapter;;;;
Context-Driven Model Refinement;Model Driven Architecture;;;;10.1007/11538097_13;Dennis Wagelaar;2005;http://link.springer.com/chapter/10.1007/11538097_13;Chapter;;;;
Towards a Conceptual Representation of Actions;AI*IA 99: Advances in Artificial Intelligence;;;;10.1007/3-540-46238-4_29;Antonio ChellaMarcello FrixioneSalvatore Gaglio;2000;http://link.springer.com/chapter/10.1007/3-540-46238-4_29;Chapter;;;;
An Incremental Technique for Automata-Based Decision Procedures;Automated Deduction É?? CADE-21;;;;10.1007/978-3-540-73595-3_8;Gulay UnelDavid Toman;2007;http://link.springer.com/chapter/10.1007/978-3-540-73595-3_8;Chapter;;;;
Ontological Commitments; DL-Lite Logics and Reasoning Tractability;Advances in Databases and Information Systems;;;10.1007/978-3-319-23135-8_16;Mauricio Minuto EspilMaria Gabriela OjeaMaria Alejandra Ojea;2015;http://link.springer.com/chapter/10.1007/978-3-319-23135-8_16;Chapter;;;;
Hybrid Reasoning with Forest Logic Programs;The Semantic Web: Research and Applications;;;;10.1007/978-3-642-02121-3_27;Cristina FeierStijn Heymans;2009;http://link.springer.com/chapter/10.1007/978-3-642-02121-3_27;Chapter;;;;
Combining Nonmonotonic Knowledge Bases with External Sources;Frontiers of Combining Systems;;;;10.1007/978-3-642-04222-5_2;Thomas EiterGerhard BrewkaMinh Dao-TranMichael FinkGiovambattista IanniThomas Krennwallner;2009;http://link.springer.com/chapter/10.1007/978-3-642-04222-5_2;Chapter;;;;
Functionalities of Supporting IT Systems: Current Situation; Future Requirements and Innovative Approaches;Build To Order;;;10.1007/978-1-84800-225-8_13;Jan-Gregor FischerMarkus WitthautMichael Berger;2008;http://link.springer.com/chapter/10.1007/978-1-84800-225-8_13;Chapter;;;;
Tableaux for Verification of Data-Centric Processes;Automated Reasoning with Analytic Tableaux and Related Methods;;;;10.1007/978-3-642-40537-2_5;Andreas BauerPeter BaumgartnerMartin DillerMichael Norrish;2013;http://link.springer.com/chapter/10.1007/978-3-642-40537-2_5;Chapter;;;;
Representing and Reasoning for Spatiotemporal Ontology Integration;On the Move to Meaningful Internet Systems 2004: OTM 2004 Workshops;;;;10.1007/978-3-540-30470-8_14;Nacera BennacerMarie-Aude AufaureNadine CullotAnastasiya SotnykovaChristelle Vangenot;2004;http://link.springer.com/chapter/10.1007/978-3-540-30470-8_14;Chapter;;;;
Effective Integration of Declarative Rules with External Evaluations for Semantic-Web Reasoning;The Semantic Web: Research and Applications;;;;10.1007/11762256_22;Thomas EiterGiovambattista IanniRoman SchindlauerHans Tompits;2006;http://link.springer.com/chapter/10.1007/11762256_22;Chapter;;;;
Knowledge Representation and Ontologies;Clinical Research Informatics;;;;10.1007/978-3-319-98779-8_15;Kin Wah Fung MD; MS; MAOlivier Bodenreider MD; PhD;2019;http://link.springer.com/chapter/10.1007/978-3-319-98779-8_15;Chapter;
Automated Service Composition Based on Behaviors: The Roman Model;Web Services Foundations;;;;10.1007/978-1-4614-7518-7_8;Giuseppe De GiacomoMassimo MecellaFabio Patrizi;2014;http://link.springer.com/chapter/10.1007/978-1-4614-7518-7_8;Chapter;;;;
On Visualization of OWL Ontologies;Semantic Web;;;;10.1007/978-0-387-48438-9_11;Serguei KrivovFerdinando VillaRichard WilliamsXindong Wu;2007;http://link.springer.com/chapter/10.1007/978-0-387-48438-9_11;Chapter;;;;
Model-Driven Ontology Engineering;Journal on Data Semantics VII;;;;10.1007/11890591_3;Yue PanGuotong XieLi MaYang YangZhaoMing QiuJuhnyoung Lee;2006;http://link.springer.com/chapter/10.1007/11890591_3;Chapter;;;;
Object Role Modelling for Ontology Engineering in the DOGMA Framework;On the Move to Meaningful Internet Systems 2005: OTM 2005 Workshops;;;;10.1007/11575863_90;Peter Spyns;2005;http://link.springer.com/chapter/10.1007/11575863_90;Chapter;;;;
A Formal Semantics-Preserving Translation from Fuzzy Relational Database Schema to Fuzzy OWL DL Ontology;The Semantic Web;;;;10.1007/978-3-540-89704-0_4;Fu ZhangZ. M. MaHailong WangXiangfu Meng;2008;http://link.springer.com/chapter/10.1007/978-3-540-89704-0_4;Chapter;;;;
Formally Verified Tableau-Based Reasoners for a Description Logic;Journal of Automated Reasoning;;52;3;10.1007/s10817-013-9291-8;M. J. Hidalgo-DobladoJ. A. Alonso-Jim«∏nezJ. Borrego-D«azF. J. Mart«n-MateosJ. L. Ruiz-Reina;2014;http://link.springer.com/article/10.1007/s10817-013-9291-8;Article;;;;
Sharing statistical information;Information Sharing on the Semantic Web;;;;10.1007/3-540-26907-X_7;;2005;http://link.springer.com/chapter/10.1007/3-540-26907-X_7;Chapter;;;;
Linguistic Variable Ontology and Its Application to Fuzzy Semantic Retrieval;Information Computing and Applications;;;;10.1007/978-3-642-16339-5_25;Jun ZhaiMeng LiKaitao Zhou;2010;http://link.springer.com/chapter/10.1007/978-3-642-16339-5_25;Chapter;;;;
Towards Practical Semantic Web Service Discovery;The Semantic Web: Research and Applications;;;;10.1007/978-3-642-13489-0_2;Martin JunghansSudhir AgarwalRudi Studer;2010;http://link.springer.com/chapter/10.1007/978-3-642-13489-0_2;Chapter;;;;
A Philosophical Foundation for Ontology Alignments É?? The Structuralistic Approach;KI 2013: Advances in Artificial Intelligence;;;;10.1007/978-3-642-40942-4_20;Christian Sch«œuflerClemens BecksteinStefan Artmann;2013;http://link.springer.com/chapter/10.1007/978-3-642-40942-4_20;Chapter;;;;
OMDoc Applications and Projects;OMDoc É?? An Open Markup Format for Mathematical Documents [version 1.2];;;;10.1007/11826095_30;Michael Kohlhase;2006;http://link.springer.com/chapter/10.1007/11826095_30;Chapter;;;;
Fuzzy Ontology Models Based on Fuzzy Linguistic Variable for Knowledge Management and Information Retrieval;Intelligent Information Processing IV;;;;10.1007/978-0-387-87685-6_9;Jun ZhaiYiduo LiangJiatao JiangYi Yu;2008;http://link.springer.com/chapter/10.1007/978-0-387-87685-6_9;Chapter;;;;
Drug Interaction Ontology (DIO) and the Resource-Sensitive Logical Inferences;Algebra; Meaning; and Computation;;10.1007/11780274_32;Mitsuhiro OkadaYutaro SugimotoSumi YoshikawaAkihiko Konagaya;2006;http://link.springer.com/chapter/10.1007/11780274_32;Chapter;;;;
Towards an Efficient Datalog Based Evaluation of the FSAQL Query Language;Resource Discovery;;;;10.1007/978-3-642-45263-5_7;Afef BahriRafik BouazizFa«Óez Gargouri;2013;http://link.springer.com/chapter/10.1007/978-3-642-45263-5_7;Chapter;;;;
Related Work;Intelligent Information Integration for the Semantic Web;;;;10.1007/978-3-540-28636-3_2;Ubbo Visser;2004;http://link.springer.com/chapter/10.1007/978-3-540-28636-3_2;Chapter;;;;
Personalized web feeds based on ontology technologies;Information Systems Frontiers;;15;3;10.1007/s10796-011-9337-6;I-Ching Hsu;2013;http://link.springer.com/article/10.1007/s10796-011-9337-6;Article;;;;
Visual Language Theory: Towards a Human-Computer Interaction Perspective;Visual Language Theory;;;;10.1007/978-1-4612-1676-6_3;N. Hari NarayananRoland H«¨bscher;1998;http://link.springer.com/chapter/10.1007/978-1-4612-1676-6_3;Chapter;;;;
Supporting Ontology Design through Large-Scale FCA-Based Ontology Restructuring;Conceptual Structures for Discovering Knowledge;;;;10.1007/978-3-642-22688-5_19;Mohamed Rouane-HacenePetko ValtchevRoger Nkambou;2011;http://link.springer.com/chapter/10.1007/978-3-642-22688-5_19;Chapter;;;;
Decidable Containment of Recursive Queries;Database Theory É?? ICDT 2003;;;;10.1007/3-540-36285-1_22;Diego CalvaneseGiuseppe De GiacomoMoshe Y. Vardi;2003;http://link.springer.com/chapter/10.1007/3-540-36285-1_22;Chapter;;;;
Knowledge Representation and Consistency Checking in a Norm-Parameterized Fuzzy Description Logic;Emerging Intelligent Computing Technology and Applications. With Aspects of Artificial Intelligence;;;;10.1007/978-3-642-04020-7_13;Jidi ZhaoHarold BoleyWeichang Du;2009;http://link.springer.com/chapter/10.1007/978-3-642-04020-7_13;Chapter;;;;
Indexing and Mining Audiovisual Data;Active Mining;;;;10.1007/11423270_3;Pierre Morizet-MahoudeauxBruno Bachimont;2005;http://link.springer.com/chapter/10.1007/11423270_3;Chapter;;;;
The Separation of Data and Information in Database Systems under an Organisational Semiotics Framework;Project Management and Risk Management in Complex Projects;;;;10.1007/978-1-4020-5837-0_9;X. WangJ. Feng;2007;http://link.springer.com/chapter/10.1007/978-1-4020-5837-0_9;Chapter;;;;
Teaching Model Driven Engineering from a Relational Database Perspective;Model-Driven Engineering Languages and Systems;;;;10.1007/978-3-642-41533-3_8;Don BatoryEric LatimerMaider Azanza;2013;http://link.springer.com/chapter/10.1007/978-3-642-41533-3_8;Chapter;;;;
A Decidable Constructive Description Logic;Logics in Artificial Intelligence;;;;10.1007/978-3-642-15675-5_7;Loris BozzatoMauro FerrariCamillo FiorentiniGuido Fiorino;2010;http://link.springer.com/chapter/10.1007/978-3-642-15675-5_7;Chapter;;;;
Re-engineering of the forest stand database: case study of Bilahe Forestry Bureau; Inner Mongolia of China;Journal of Forestry Research;;19;10.1007/s11676-008-0037-0;Wen-bo ChenJiao Zheng;2008;http://link.springer.com/article/10.1007/s11676-008-0037-0;Article;;;;
OrBAC from access control model to access usage model;Applied Intelligence;;48;8;10.1007/s10489-017-1064-3;Khalida GuesmiaNarhimene Boustia;2018;http://link.springer.com/article/10.1007/s10489-017-1064-3;Article;;;;
A first-order coalition logic for BDI-agents;Frontiers of Computer Science;;10;2;10.1007/s11704-015-4591-2;Qingliang ChenKaile SuAbdul SattarXiangyu LuoAixiang Chen;2016;http://link.springer.com/article/10.1007/s11704-015-4591-2;Article;;;;
Representation and Execution of Building Codes for Automated Code Checking;Computer Aided Architectural Design Futures 2001;;;;10.1007/978-94-010-0868-6_24;Q. Z. YangXiang Li;2001;http://link.springer.com/chapter/10.1007/978-94-010-0868-6_24;Chapter;;;;
PrOntoLearn: Unsupervised Lexico-Semantic Ontology Generation Using Probabilistic Methods;Uncertainty Reasoning for the Semantic Web II;;;;10.1007/978-3-642-35975-0_12;Saminda AbeyruwanUbbo VisserVance LemmonStephan Sch«¨rer;2013;http://link.springer.com/chapter/10.1007/978-3-642-35975-0_12;Chapter;;;;
An Overview of Modularity;Modular Ontologies;;;;10.1007/978-3-642-01907-4_2;Christine ParentStefano Spaccapietra;2009;http://link.springer.com/chapter/10.1007/978-3-642-01907-4_2;Chapter;;;;
An Integrated System of Semantic Web Reasoning and Argument-Based Reasoning;Advances in Intelligent Web Mastering;;;;10.1007/978-3-540-72575-6_56;Toshiko WakakiHajime SawamuraKatsumi Nitta;2007;http://link.springer.com/chapter/10.1007/978-3-540-72575-6_56;Chapter;;;;
Bringing Together Structured and Unstructured Sources: The OUMSUIS Approach;On the Move to Meaningful Internet Systems 2006: OTM 2006 Workshops;;;;10.1007/11915034_94;Gayo DialloMichel SimonetAna Simonet;2006;http://link.springer.com/chapter/10.1007/11915034_94;Chapter;;;;
Modeling Concepts for Safety-Related Requirements in Sociotechnical Systems;Computer Safety; Reliability; and Security;;10.1007/978-3-540-30138-7_8;Michael Cebulla;2004;http://link.springer.com/chapter/10.1007/978-3-540-30138-7_8;Chapter;;;;
On Some Problems of Decision-Making Under Uncertainty in the Semantic Web;Soft Computing in Ontologies and Semantic Web;;;;10.1007/978-3-540-33473-6_9;Miguel-«Ångel Sicilia;2006;http://link.springer.com/chapter/10.1007/978-3-540-33473-6_9;Chapter;;;;
From Stakeholder Requirements to Formal Specifications Through Refinement;Requirements Engineering: Foundation for Software Quality;;;;10.1007/978-3-319-16101-3_11;Feng-Lin LiJennifer HorkoffAlexander BorgidaGiancarlo GuizzardiLin LiuJohn Mylopoulos;2015;http://link.springer.com/chapter/10.1007/978-3-319-16101-3_11;Chapter;;;;
Checking Consistency and Completeness of On-Line Product Manuals;Journal of Automated Reasoning;;37;01/fev;10.1007/s10817-006-9037-y;Carsten SinzWolfgang K«¨chlinDieter FeichtingerGeorg G«Ùrtler;2006;http://link.springer.com/article/10.1007/s10817-006-9037-y;Article;;;;
Fuzzy View-Based Semantic Search;The Semantic Web É?? ASWC 2006;;;;10.1007/11836025_36;Markus HoliEero Hyv«Ùnen;2006;http://link.springer.com/chapter/10.1007/11836025_36;Chapter;;;;
Etymothesis; Fallacy; and Ontologies: An Illustration from Phytonymy;Language; Culture; Computation. Computational Linguistics and Linguistics;;;;10.1007/978-3-642-45327-4_10;Ephraim Nissan;2014;http://link.springer.com/chapter/10.1007/978-3-642-45327-4_10;Chapter
Survey on Ontology Languages;Perspectives in Business Informatics Research;;;;10.1007/978-3-642-24511-4_10;Diana KalibatieneOlegas Vasilecas;2011;http://link.springer.com/chapter/10.1007/978-3-642-24511-4_10;Chapter;;;;
Towards an Ontology-Based Framework to Generate Diagnostic Decision Support Systems;AI*IA 2013: Advances in Artificial Intelligence;;;;10.1007/978-3-319-03524-6_3;Giuseppe CicalaMarco OreggiaArmando Tacchella;2013;http://link.springer.com/chapter/10.1007/978-3-319-03524-6_3;Chapter;;;;
Norms and plans as unification criteria for social collectives;Autonomous Agents and Multi-Agent Systems;;17;1;10.1007/s10458-008-9038-9;Aldo Gangemi;2008;http://link.springer.com/article/10.1007/s10458-008-9038-9;Article;;;;
Common Subsumbers in RDF;AI*IA 2013: Advances in Artificial Intelligence;;;;10.1007/978-3-319-03524-6_30;Simona ColucciFrancesco M. DoniniEugenio Di Sciascio;2013;http://link.springer.com/chapter/10.1007/978-3-319-03524-6_30;Chapter;;;;
Automatic Fuzzy Semantic Web Ontology Learning from Fuzzy Object-Oriented Database Model;Database and Expert Systems Applications;;;;10.1007/978-3-642-15364-8_2;Fu ZhangZ. M. MaGaofeng FanXing Wang;2010;http://link.springer.com/chapter/10.1007/978-3-642-15364-8_2;Chapter;;;;
Creating ontological metadata for digital library content and services;International Journal on Digital Libraries;;2;1;10.1007/s007990050034;Peter C. WeinsteinWilliam P. Birmingham;1998;http://link.springer.com/article/10.1007/s007990050034;Article;;;;
Semantic Web Techniques for Personalization of eGovernment Services;Advances in Conceptual Modeling - Theory and Practice;;;;10.1007/11908883_51;Fabio GrandiFederica MandreoliRiccardo MartogliaEnrico RonchettiMaria Rita ScalasPaolo Tiberio;2006;http://link.springer.com/chapter/10.1007/11908883_51;Chapter;;;;
Applied Semantics for Integration and Analytics;Knowledge Engineering and the Semantic Web;;;;10.1007/978-3-642-41360-5_4;Sergey Gorshkov;2013;http://link.springer.com/chapter/10.1007/978-3-642-41360-5_4;Chapter;;;;
A Class-Based Logic Language for Ontologies;Flexible Query Answering Systems;;;;10.1007/3-540-36109-X_5;Djamal BenslimaneMohand-Sa«¨d HacidEvimaria TerziFarouk Toumani;2002;http://link.springer.com/chapter/10.1007/3-540-36109-X_5;Chapter;;;;
Geographic Ontology Matching with iG-Match;Advances in Spatial and Temporal Databases;;;;10.1007/978-3-540-73540-3_11;Guillermo Nudelman HessCirano IochpeSilvana Castano;2007;http://link.springer.com/chapter/10.1007/978-3-540-73540-3_11;Chapter;;;;
Semantic Data Integration in the Domain of Medicine;New Challenges in Computational Collective Intelligence;;;;10.1007/978-3-642-03958-4_11;Beata Jankowska;2009;http://link.springer.com/chapter/10.1007/978-3-642-03958-4_11;Chapter;;;;
Semantically Processing Parallel Colour Descriptions;Journal on Data Semantics X;;;;10.1007/978-3-540-77688-8_7;Shenghui WangJeff Z. Pan;2008;http://link.springer.com/chapter/10.1007/978-3-540-77688-8_7;Chapter;;;;
A Semantics-Based Approach to Retrieving Biomedical Information;Flexible Query Answering Systems;;;;10.1007/978-3-642-24764-4_10;Troels AndreasenHenrik BulskovSine ZambachTine LassenBodil Nistrup MadsenPer Anker JensenHanne Erdman ThomsenJ«˜rgen Fischer Nilsson;2011;http://link.springer.com/chapter/10.1007/978-3-642-24764-4_10;Chapter;;;;
The Uni-level Description: A Uniform Framework for Representing Information in Multiple Data Models;Conceptual Modeling - ER 2003;;;;10.1007/978-3-540-39648-2_7;Shawn BowersLois Delcambre;2003;http://link.springer.com/chapter/10.1007/978-3-540-39648-2_7;Chapter;;;;
Multirepresentation in Ontologies;Advances in Databases and Information Systems;;;;10.1007/978-3-540-39403-7_3;Djamal BenslimaneChristelle VangenotCatherine RousseyAhmed Arara;2003;http://link.springer.com/chapter/10.1007/978-3-540-39403-7_3;Chapter;;;;
SAM: Semantic Advanced Matchmaker;Evolution of the Web in Artificial Intelligence Environments;;;;10.1007/978-3-540-79140-9_7;Erdem Savas IlhanAyse Basar Bener;2008;http://link.springer.com/chapter/10.1007/978-3-540-79140-9_7;Chapter;;;;
Why and How Knowledge Discovery Can Be Useful for Solving Problems with CBR;Case-Based Reasoning. Research and Development;;;;10.1007/978-3-642-14274-1_2;Amedeo Napoli;2010;http://link.springer.com/chapter/10.1007/978-3-642-14274-1_2;Chapter;;;;
Towards an Approximative Ontology-Agnostic Approach for Logic Programs;Foundations of Information and Knowledge Systems;;;;10.1007/978-3-319-04939-7_21;Jo«úo Carlos Pereira da SilvaAndr«∏ Freitas;2014;http://link.springer.com/chapter/10.1007/978-3-319-04939-7_21;Chapter;;;;
Mobile Context-Addressable Messaging with DL-Lite Domain Model;Smart Sensing and Context;;;;10.1007/978-3-540-88793-5_13;Michal KoziukJaroslaw DomaszewiczRadoslaw Olgierd SchoeneichMarcin JablonowskiPiotr Boetzel;2008;http://link.springer.com/chapter/10.1007/978-3-540-88793-5_13;Chapter;;;;
Conceptual Analysis of Intrusion Alarms;Image Analysis and Processing É?? ICIAP 2005;;;;10.1007/11553595_11;Benjamin MorinHerv«∏ Debar;2005;http://link.springer.com/chapter/10.1007/11553595_11;Chapter;;;;
An Ontology-Centric Approach to Sensor-Mission Assignment;Knowledge Engineering: Practice and Patterns;;;;10.1007/978-3-540-87696-0_30;Mario GomezAlun PreeceMatthew P. JohnsonGeeth de MelWamberto VasconcelosChristopher GibsonAmotz Bar-NoyKonrad BorowieckiThomas La PortaDiego PizzocaroHosam RowaihyGavin PearsonTien Pham;2008;http://link.springer.com/chapter/10.1007/978-3-540-87696-0_30;Chapter;;;;
Ontology Query Answering on Databases;The Semantic Web - ISWC 2006;;;;10.1007/11926078_32;Jing MeiLi MaYue Pan;2006;http://link.springer.com/chapter/10.1007/11926078_32;Chapter;;;;
The Semantic Web from an Industry Perspective;Reasoning Web;;;;10.1007/11837787_10;Alain L«∏gerJohannes HeineckeLyndon J. B. NixonPavel ShvaikoJean CharletPaola HobsonFran«ıois Goasdou«∏;2006;http://link.springer.com/chapter/10.1007/11837787_10;Chapter;;;;
How Semantic Technologies Can Enhance Data Access at Siemens Energy;The Semantic Web É?? ISWC 2014;;;;10.1007/978-3-319-11964-9_38;Evgeny KharlamovNina Solomakhina«?zg«¨r L«¨tf«¨ «?z«ıepDmitriy ZheleznyakovThomas HubauerSteffen LamparterMikhail RoshchinAhmet SoyluStuart Watson;2014;http://link.springer.com/chapter/10.1007/978-3-319-11964-9_38;Chapter;;;;
A dynamic access control model;Applied Intelligence;;36;1;10.1007/s10489-010-0254-z;Narhimene BoustiaAicha Mokhtari;2012;http://link.springer.com/article/10.1007/s10489-010-0254-z;Article;;;;
Ontology Management Infrastructures;Ontology Management;;;;10.1007/978-0-387-69900-4_3;Walter WaterfeldMoritz WeitenPeter Haase;2008;http://link.springer.com/chapter/10.1007/978-0-387-69900-4_3;Chapter;;;;
Logical Formalization of Multimedia Interpretation;Knowledge-Driven Multimedia Information Extraction and Ontology Evolution;;;;10.1007/978-3-642-20795-2_5;Sofia EspinosaAtila KayaRalf M«Ùller;2011;http://link.springer.com/chapter/10.1007/978-3-642-20795-2_5;Chapter;;;;
Bringing existential variables in answer set programming and bringing non-monotony in existential rules: two sides of the same coin;Annals of Mathematics and Artificial Intelligence;;82;01/mar;10.1007/s10472-017-9563-9;Jean-Fran«ıois BagetLaurent GarciaFabien GarreauClaire Lef«˘vreSwan RocherIgor St«∏phan;2018;http://link.springer.com/article/10.1007/s10472-017-9563-9;Article;;;;
Fuzzy-EPC Markup Language: XML Based Interchange Formats for Fuzzy Process Models;Soft Computing in XML Data Management;;;;10.1007/978-3-642-14010-5_9;Oliver ThomasThorsten Dollmann;2010;http://link.springer.com/chapter/10.1007/978-3-642-14010-5_9;Chapter;;;;
Cloud service selection using cloud service brokers: approaches and challenges;Frontiers of Computer Science;;13;3;10.1007/s11704-017-6124-7;Meysam VakiliNeda JahangiriMohsen Sharifi;2019;http://link.springer.com/article/10.1007/s11704-017-6124-7;Article;;;;
